Ticker,Name,Exchange,Category Name,Country
WJA.TO,WestJet Airlines Ltd.,TOR,Major Airlines,Canada
GS.TO,Gluskin Sheff + Associates Inc.,TOR,Independent Oil & Gas,Canada
AYA.TO,The Stars Group Inc.,TOR,N/A,Canada
ATP.TO,Atlantic Power Corporation,TOR,Diversified Utilities,Canada
ALA.TO,AltaGas Ltd.,TOR,Oil & Gas Pipelines,Canada
AKG.TO,Asanko Gold Inc.,TOR,Gold,Canada
ABX.TO,Barrick Gold Corporation,TOR,Gold,Canada
PAA.TO,Pan American Silver Corp.,TOR,N/A,Canada
BBD-A.TO,Bombardier Inc.,TOR,Aerospace/Defense - Major Diversified,Canada
BAM-A.TO,Brookfield Asset Management Inc.,TOR,Real Estate Development,Canada
AVL.TO,Avalon Advanced Materials Inc.,TOR,Industrial Metals & Minerals,Canada
ATH.TO,Athabasca Oil Corporation,TOR,Independent Oil & Gas,Canada
AQA.TO,Aquila Resources Inc.,TOR,Industrial Metals & Minerals,Canada
ARN.V,Arcan Resources Ltd.,VAN,N/A,Canada
ORT.TO,Orbite Technologies Inc.,TOR,N/A,Canada
IAG.TO,Industrial Alliance Insurance and Financial Services Inc.,TOR,Property & Casualty Insurance,Canada
ATA.TO,ATS Automation Tooling Systems Inc.,TOR,Diversified Machinery,Canada
AGU.TO,Agrium Inc.,TOR,Agricultural Chemicals,Canada
AD.TO,Alaris Royalty Corp.,TOR,Credit Services,Canada
RGX.TO,Argex Titanium Inc.,TOR,Industrial Metals & Minerals,Canada
AET-UN.TO,Argent Energy Trust,TOR,N/A,Canada
CRP.TO,Ceres Global Ag Corp.,TOR,Business Services,Canada
ATD-B.TO,Alimentation Couche-Tard Inc.,TOR,Grocery Stores,Canada
ARX.TO,ARC Resources Ltd.,TOR,Industrial Metals & Minerals,Canada
ALB.TO,Allbanc Split Corp. II,TOR,N/A,Canada
AFN.TO,Ag Growth International Inc.,TOR,Farm & Construction Machinery,Canada
TRZ-B.TO,"Transat AT, Inc.",TOR,N/A,Canada
SAS.TO,St Andrew Goldfields Ltd.,TOR,N/A,Canada
RBA.TO,Ritchie Bros. Auctioneers Incorporated,TOR,Business Services,Canada
PDL.TO,North American Palladium Ltd.,TOR,Industrial Metals & Minerals,Canada
MDA.TO,"MacDonald, Dettwiler and Associates Ltd.",TOR,Information Technology Services,Canada
GIL.TO,Gildan Activewear Inc.,TOR,Textile - Apparel Clothing,Canada
BOE.V,GrowMax Resources Corp.,VAN,N/A,Canada
AXY.TO,Alterra Power Corp.,TOR,N/A,Canada
ATD-A.TO,Alimentation Couche-Tard Inc.,TOR,Grocery Stores,Canada
AQN.TO,Algonquin Power & Utilities Corp.,TOR,Diversified Utilities,Canada
AQ.V,African Queen Mines Ltd.,VAN,Industrial Metals & Minerals,Canada
APY.TO,Anglo Pacific Group plc,TOR,Industrial Metals & Minerals,Canada
AMM.TO,Almaden Minerals Ltd.,TOR,Independent Oil & Gas,Canada
ALN.V,ALN.V,VAN,N/A,Canada
AJX.TO,AgJunction Inc.,TOR,N/A,Canada
AIM.TO,Aimia Inc.,TOR,Business Services,Canada
AEM.TO,Agnico Eagle Mines Limited,TOR,Gold,Canada
ACQ.TO,AutoCanada Inc.,TOR,Industrial Metals & Minerals,Canada
XDC.TO,Xtreme Drilling Corp.,TOR,Independent Oil & Gas,Canada
TCL-A.TO,Transcontinental Inc.,TOR,Publishing - Newspapers,Canada
NOA.TO,North American Energy Partners Inc.,TOR,Oil & Gas Equipment & Services,Canada
HWO.TO,High Arctic Energy Services Inc,TOR,Oil & Gas Equipment & Services,Canada
FLY.V,FLYHT Aerospace Solutions Ltd.,VAN,Aerospace/Defense - Major Diversified,Canada
AUE.TO,Avesoro Resources Inc.,TOR,N/A,Canada
ASR.TO,Alacer Gold Corp.,TOR,Gold,Canada
AR.TO,Argonaut Gold Inc.,TOR,Independent Oil & Gas,Canada
APO.V,Acasti Pharma Inc.,VAN,N/A,Canada
AKT-B.TO,AKITA Drilling Ltd.,TOR,Oil & Gas Drilling & Exploration,Canada
AHF.TO,Logiq Asset Management Inc.,TOR,N/A,Canada
AGT.TO,AGT Food and Ingredients Inc.,TOR,Lodging,Canada
AGI.TO,Alamos Gold Inc.,TOR,Gold,Canada
AGF-B.TO,AGF Management Limited,TOR,Asset Management,Canada
AF.TO,AlarmForce Industries Inc.,TOR,Security & Protection Services,Canada
ADW-A.TO,Andrew Peller Limited,TOR,Independent Oil & Gas,Canada
ADV.TO,Alderon Iron Ore Corp.,TOR,N/A,Canada
ACD.TO,Accord Financial Corp.,TOR,Credit Services,Canada
ABK-PC.TO,ALLBANC SPLIT CORP PREF C,TOR,N/A,Canada
AAC.V,Arak Resources Ltd.,VAN,N/A,Canada
TMC.TO,Timbercreek Financial Corporation,TOR,N/A,Canada
SPX.V,Stellar AfricaGold Inc.,VAN,Oil & Gas Drilling & Exploration,Canada
ORA.TO,Aura Minerals Inc.,TOR,Gold,Canada
NAF-UN.TO,Global Capital Securities Trust,TOR,N/A,Canada
MAL.TO,Magellan Aerospace Corporation,TOR,Aerospace/Defense - Major Diversified,Canada
LAS-A.TO,Lassonde Industries Inc.,TOR,Beverages - Soft Drinks,Canada
AXL.TO,Anderson Energy Inc.,TOR,N/A,Canada
LA.V,Los Andes Copper Ltd.,VAN,Industrial Metals & Minerals,Canada
KWA.V,Mainstreet Health Investments Inc.,VAN,N/A,Canada
AM.TO,Automodular Corp.,TOR,N/A,Canada
IAM.TO,Integrated Asset Management Corp.,TOR,Asset Management,Canada
EOG.V,Eco (Atlantic) Oil & Gas Ltd.,VAN,Independent Oil & Gas,Canada
DRX.TO,ADF Group Inc.,TOR,Metal Fabrication,Canada
CLC.TO,Connacher Oil and Gas Ltd.,TOR,N/A,Canada
BOS.TO,Airboss of America Corp.,TOR,Rubber & Plastics,Canada
AZ.TO,Arizona Mining Inc.,TOR,Industrial Metals & Minerals,Canada
AXX.TO,Axia NetMedia Corporation,TOR,N/A,Canada
AUV.V,Automotive Finco Corp.,VAN,N/A,Canada
AUM.TO,Golden Minerals Company,TOR,N/A,Canada
ATN.TO,ATNA Resources Ltd.,TOR,N/A,Canada
ATC.V,ATAC Resources Ltd.,VAN,Gold,Canada
ARL.TO,Africo Resources Ltd.,TOR,N/A,Canada
ARE.TO,Aecon Group Inc.,TOR,General Contractors,Canada
APS.TO,Aptose Biosciences Inc.,TOR,N/A,Canada
AOT.V,Ascot Resources Ltd.,VAN,Industrial Metals & Minerals,Canada
AN.V,ARENA MINERALS INC,VAN,N/A,Canada
AMX.V,Amex Exploration Inc.,VAN,Gold,Canada
ALY.V,AnalytixInsight Inc.,VAN,N/A,Canada
ALL-H.V,Allante Resources Ltd.,VAN,Gold,Canada
AGO.V,AurCrest Gold Inc.,VAN,Industrial Metals & Minerals,Canada
AGM.V,Aldridge Minerals Inc.,VAN,Industrial Metals & Minerals,Canada
AGE.V,"Adventure Gold, Inc.",VAN,N/A,Canada
AEZ.TO,Aeterna Zentaris Inc.,TOR,N/A,Canada
AEI.TO,Arsenal Energy Inc.,TOR,N/A,Canada
ADW-B.TO,Andrew Peller Limited,TOR,Beverages - Wineries & Distillers,Canada
ABR.V,Ashburton Ventures Inc.,VAN,Industrial Metals & Minerals,Canada
ABE.V,ABE Resources Inc.,VAN,Industrial Metals & Minerals,Canada
AAV.TO,Advantage Oil & Gas Ltd.,TOR,Independent Oil & Gas,Canada
ISM.TO,Inspiration Mining Corporation,TOR,N/A,Canada
BBD-B.TO,Bombardier Inc.,TOR,Aerospace/Defense - Major Diversified,Canada
EXE.TO,Extendicare Inc.,TOR,Long-Term Care Facilities,Canada
VRX.TO,"Valeant Pharmaceuticals International, Inc.",TOR,Drugs - Generic,Canada
RY.TO,Royal Bank of Canada,TOR,Money Center Banks,Canada
EME.V,Emerge Resources Corp.,VAN,N/A,Canada
BNS.TO,The Bank of Nova Scotia,TOR,Money Center Banks,Canada
TD.TO,The Toronto-Dominion Bank,TOR,Money Center Banks,Canada
PRE.TO,Pacific Exploration & Production Corporation,TOR,N/A,Canada
SRK.V,Sunvest Minerals Corp.,VAN,N/A,Canada
CM.TO,Canadian Imperial Bank of Commerce,TOR,Money Center Banks,Canada
CXR.TO,Concordia International Corp.,TOR,Biotechnology,Canada
